qualtrics_id,instrument,tuning_step,pct_maj,explicit_rtg,participant,passed_practice,block_passed_practice,practice_score,Age,Gender,Year,Year_6_TEXT,Major,music_exp,headphone,test_corr
1475084897,oboe,3,0.25,2,ghbk58xwj3w7v2,1,1,8,20,Male,Sophomore,NA,"Psychology,Other (please specify):",23.7,1,6
1475084897,oboe,4,0,2,ghbk58xwj3w7v2,1,1,8,20,Male,Sophomore,NA,"Psychology,Other (please specify):",23.7,1,6
1475084897,oboe,5,0,2,ghbk58xwj3w7v2,1,1,8,20,Male,Sophomore,NA,"Psychology,Other (please specify):",23.7,1,6
1588756489,xylophone,1,0.125,4,txmyjty1k80l3f,1,1,12,19,Female,Freshman,NA,"Psychology,Other (please specify):",13.8,1,6
1588756489,xylophone,2,0.125,4,txmyjty1k80l3f,1,1,12,19,Female,Freshman,NA,"Psychology,Other (please specify):",13.8,1,6
1588756489,xylophone,3,0.25,4,txmyjty1k80l3f,1,1,12,19,Female,Freshman,NA,"Psychology,Other (please specify):",13.8,1,6
1588756489,xylophone,4,1,4,txmyjty1k80l3f,1,1,12,19,Female,Freshman,NA,"Psychology,Other (please specify):",13.8,1,6
1588756489,xylophone,5,1,4,txmyjty1k80l3f,1,1,12,19,Female,Freshman,NA,"Psychology,Other (please specify):",13.8,1,6
1588756489,trumpet,1,0.125,4,txmyjty1k80l3f,1,1,12,19,Female,Freshman,NA,"Psychology,Other (please specify):",13.8,1,6
1588756489,trumpet,2,0.375,4,txmyjty1k80l3f,1,1,12,19,Female,Freshman,NA,"Psychology,Other (please specify):",13.8,1,6
1588756489,trumpet,3,0.875,4,txmyjty1k80l3f,1,1,12,19,Female,Freshman,NA,"Psychology,Other (please specify):",13.8,1,6
1588756489,trumpet,4,1,4,txmyjty1k80l3f,1,1,12,19,Female,Freshman,NA,"Psychology,Other (please specify):",13.8,1,6
1588756489,trumpet,5,1,4,txmyjty1k80l3f,1,1,12,19,Female,Freshman,NA,"Psychology,Other (please specify):",13.8,1,6
1588756489,piano,1,0.25,3,txmyjty1k80l3f,1,1,12,19,Female,Freshman,NA,"Psychology,Other (please specify):",13.8,1,6
1588756489,piano,2,0.25,3,txmyjty1k80l3f,1,1,12,19,Female,Freshman,NA,"Psychology,Other (please specify):",13.8,1,6
1588756489,piano,3,0.75,3,txmyjty1k80l3f,1,1,12,19,Female,Freshman,NA,"Psychology,Other (please specify):",13.8,1,6
1588756489,piano,4,1,3,txmyjty1k80l3f,1,1,12,19,Female,Freshman,NA,"Psychology,Other (please specify):",13.8,1,6
1588756489,piano,5,1,3,txmyjty1k80l3f,1,1,12,19,Female,Freshman,NA,"Psychology,Other (please specify):",13.8,1,6
1588756489,violin,1,0,3,txmyjty1k80l3f,1,1,12,19,Female,Freshman,NA,"Psychology,Other (please specify):",13.8,1,6
1588756489,violin,2,0.125,3,txmyjty1k80l3f,1,1,12,19,Female,Freshman,NA,"Psychology,Other (please specify):",13.8,1,6
1588756489,violin,3,1,3,txmyjty1k80l3f,1,1,12,19,Female,Freshman,NA,"Psychology,Other (please specify):",13.8,1,6
1588756489,violin,4,1,3,txmyjty1k80l3f,1,1,12,19,Female,Freshman,NA,"Psychology,Other (please specify):",13.8,1,6
